Instance,Size,Algorithm,Cost,Time,BKS,Iterations,LocalSearch
CMT3,101,Standard,974.2748409885555,6.188200950622559,826.14,200,False
CMT3,101,Standard,997.6179679609943,4.773373365402222,826.14,200,False
CMT3,101,Standard,990.5327525581065,4.789031744003296,826.14,200,False
CMT3,101,Standard,993.6433415554015,4.727449417114258,826.14,200,False
CMT3,101,Standard,987.9447938550728,5.1009931564331055,826.14,200,False
CMT3,101,Standard,978.7793523452357,5.1273133754730225,826.14,200,False
CMT3,101,Standard,949.2687634762287,4.908340930938721,826.14,200,False
CMT3,101,Standard,1018.256971320955,5.21725058555603,826.14,200,False
CMT3,101,Standard,1093.4998826186225,4.753650426864624,826.14,200,False
CMT3,101,Standard,974.9775187037363,4.857163667678833,826.14,200,False
CMT3,101,Standard,993.2971824466384,4.877443313598633,826.14,200,False
CMT3,101,Standard,960.0031363558767,4.8104588985443115,826.14,200,False
CMT3,101,Standard,1037.6430329165512,5.001217603683472,826.14,200,False
CMT3,101,Standard,1042.1492082382779,4.778266668319702,826.14,200,False
CMT3,101,Standard,1022.4181584998552,4.9428205490112305,826.14,200,False
CMT3,101,Standard,948.3965098910509,4.861739158630371,826.14,200,False
CMT3,101,Standard,1006.9179132168745,4.7997519969940186,826.14,200,False
CMT3,101,Standard,979.8759389759474,4.7326836585998535,826.14,200,False
CMT3,101,Standard,979.5475791931876,4.901719570159912,826.14,200,False
CMT3,101,Standard,1001.4463060205369,4.840732097625732,826.14,200,False
CMT3,101,Hybrid,857.1272777729084,12.186680316925049,826.14,25,True
CMT3,101,Hybrid,860.1265076659938,12.094269752502441,826.14,25,True
CMT3,101,Hybrid,846.8077526803544,13.176868438720703,826.14,25,True
CMT3,101,Hybrid,861.2124739638157,13.022939205169678,826.14,25,True
CMT3,101,Hybrid,851.6064111543471,12.548305988311768,826.14,25,True
CMT3,101,Hybrid,844.6356537242194,13.077319622039795,826.14,25,True
CMT3,101,Hybrid,847.823332417552,12.568254232406616,826.14,25,True
CMT3,101,Hybrid,849.6933581706343,13.824004411697388,826.14,25,True
CMT3,101,Hybrid,854.740736791459,14.03944993019104,826.14,25,True
CMT3,101,Hybrid,853.1588547570485,15.214715003967285,826.14,25,True
CMT3,101,Hybrid,843.7868658713437,11.846185684204102,826.14,25,True
CMT3,101,Hybrid,843.5378601980259,11.326487064361572,826.14,25,True
CMT3,101,Hybrid,841.7000179209173,9.715837717056274,826.14,25,True
CMT3,101,Hybrid,845.8701314661062,13.5323486328125,826.14,25,True
CMT3,101,Hybrid,844.0853576857896,12.555606126785278,826.14,25,True
CMT3,101,Hybrid,857.7574621814651,12.707835912704468,826.14,25,True
CMT3,101,Hybrid,842.5652523498278,14.00770354270935,826.14,25,True
CMT3,101,Hybrid,842.4556044373339,13.382140398025513,826.14,25,True
CMT3,101,Hybrid,846.3501863511099,13.610141515731812,826.14,25,True
CMT3,101,Hybrid,848.2949561628012,12.655235052108765,826.14,25,True
